Respondent ID,Collector ID,Start Date,End Date,In silico medicine - Not at all aware,In silico medicine - Slightly aware,In silico medicine - Moderately aware,In silico medicine - Very aware,In silico medicine - Extremely aware,Patient-specific modelling - Not at all aware,Patient-specific modelling - Slightly aware,Patient-specific modelling - Moderately aware,Patient-specific modelling - Very aware,Patient-specific modelling - Extremely aware,In silico clinical trials - Not at all aware,In silico clinical trials - Slightly aware,In silico clinical trials - Moderately aware,In silico clinical trials - Very aware,In silico clinical trials - Extremely aware,Virtual Physiological Human - Not at all aware,Virtual Physiological Human - Slightly aware,Virtual Physiological Human - Moderately aware,Virtual Physiological Human - Very aware,Virtual Physiological Human - Extremely aware,Personalized medicine - Not at all aware,Personalized medicine - Slightly aware,Personalized medicine - Moderately aware,Personalized medicine - Very aware,Personalized medicine - Extremely aware,Digital Twin - Not at all aware,Digital Twin - Slightly aware,Digital Twin - Moderately aware,Digital Twin - Very aware,Digital Twin - Extremely aware,Q2 Biomedical Engineering,Q2 Computer Science,Q2 Data Science,Q2 Statistics,Q2 Mathematics,Q2 Other,Q3 Finite Element Analysis awareness,Q3 Lumped-parameter models awareness,Q3 Computational Fluid Dynamics awareness,Q3 Fluid-structure interaction awareness,Q3 Multi-scale 1D-3D awareness,"Q3 Extended (e.g. Augmented, Virtual, Mixed) reality awareness",Q3 Artificial Intelligence/Machine Learning awareness,Q3 Statistical shape modelling awareness,Q4 Finite Element Analysis,Q4 Lumped-parameter models,Q4 Computational Fluid Dynamics,Q4 Fluid-structure Interaction,Q4 Multi-scale 1D-3D modelling,"Q4 Extended (e.g. Augmented, Virtual, Mixed) reality",Q4 Artificial Interlligence/Machine Learning,Q4 Statistical Shape Modelling,Q4 None,Q4 Other method applied,Q5 Team members for CMnS,Q6 clinical premises,Q7 role for CMnS in clinics,Q8 Agree statement 1,Q8 Agree statement 2,Q8 Agree statement 3,Q8 Agree statement 4,Q8 Agree statement 5,Q8 Agree statement 6,Q8 Agree statement 7,Q8 Agree statement 8,Q9 Enrich diagnosis,Q9 Plan interventions,Q9 Compare different therapeutic outcomes (retrospectively),Q9 Teach,Q9 Study Pathophysiology,Q9 Inform the patient on disease progress,Q9 Predict/compare therapeutic outcomes,Q9 None of the above,Q9 Other usage,Q10 use for planning,Q11 Cardiovascular,Q11 Musko-skeletal,Q11 Cancer,Q11 Neuro-degenerative,Q11 N/A,Q11 Other types of intervention,Q12 name procedure,Q13 how often,Q14 Trust scale,Q15 Successful post-hoc in silico clinical trials,Q15 Successful a priori in silico clinical trials,Q15 Personal positive experience,Q15 Regulatory approval,Q15 Other evidence,Q16 Demo medical specialty,Q17 Country,Q18 Current position,Q19 Age group,Q20 Articles,Q21 Grants,Q22 Funding,Q23 Collaboration Europe,Q23 Collaboration North America,Q23 Collaboration South America,Q23 Collaboration Africa,Q23 Collaboration Asia,Q23 Collaboration Oceania,Q24 Involvement in CT,Q25 CE marking
12451332602,394364328,01/03/2021 11:49,01/03/2021 11:53,,Slightly aware,,,,,,,Very aware,,Not at all aware,,,,,,Slightly aware,,,,,,,Very aware,,,,Moderately aware,,,,,,Statistics,,,Very familiar,Moderately familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Not at all familiar,Finite Element Analysis,,,,,,Artificial Interlligence/Machine Learning,,,,No,No,Definitely yes,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,,Plan interventions,,,,,,,,Yes,Cardiovascular,,,,,,,5-10 times,6,,Successful a priori in silico clinical trials,,,,Cardiology,Germany,Comnsultant,35-44,200,None,,,,,,,,Yes,Yes
12451304050,394364328,01/03/2021 11:36,01/03/2021 11:41,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,Biomedical Engineering,,,,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,,,,,,,Artificial Interlligence/Machine Learning,,,,No,No,Probably yes,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,,,,,,,Predict/compare therapeutic outcomes,,,No,,,,,,,,,,,,,Regulatory approval,,Paediatrics,Belgium,Professor,35-44,120,01-May,,Europe,,,,,,No,No
12451291790,394364328,01/03/2021 11:30,01/03/2021 11:38,,,Moderately aware,,,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,,,Very aware,,Not at all aware,,,,,,,,,,Medicine,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Moderately familiar,Not at all familiar,,,,,,,,,None,,No,N/A,Not sure,Agree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Neutral,,,,,Study Pathophysiology,,,,,No,,,,,N/A,,-,Less than 5,5,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,Regulatory approval,,Paediatrics,Belgium,consultant,45-54,30,None,-,Europe,,,,,,No,No
12451138827,394364328,01/03/2021 10:11,01/03/2021 10:19,,,Moderately aware,,,,,Moderately aware,,,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,Biomedical Engineering,,,Statistics,,,Moderately familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Finite Element Analysis,,Computational Fluid Dynamics,,,,,,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,,Plan interventions,,,,,,,,Yes,Cardiovascular,,,,,,percutaneous pulmonary valve replacement  stenting coarctation,5-10 times,8,,,Personal positive experience,,,Cardiology,Italy,Director pediatric and adult congenital cardiology,45-54,,None,,Europe,,,,,,Yes,Yes
12450846141,394364328,01/03/2021 06:57,01/03/2021 07:03,,Slightly aware,,,,,,,Very aware,,,Slightly aware,,,,,,Moderately aware,,,,,,Very aware,,Not at all aware,,,,,Biomedical Engineering,,,Statistics,,,Very familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Moderately familiar,Very familiar,Slightly familiar,Finite Element Analysis,,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,,Predict/compare therapeutic outcomes,,,Yes,,,,,,oral & maxillofacial surgery,"oncologic, trauma, orthognatic",>20 times,8,,,Personal positive experience,,,Oncology,Belgium,post-doc,25-34,40,01-May,NA,,,South America,,,,No,No
12450108540,394364328,28/02/2021 21:08,28/02/2021 21:26,,Slightly aware,,,,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,,,,Very aware,,,Slightly aware,,,,,,Data Science,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Moderately familiar,Slightly familiar,,,,,,,Artificial Interlligence/Machine Learning,,,,No,N/A,Probably yes,Neutral,Agree,Neutral,Strongly disagree,Disagree,Disagree,Neutral,Disagree,,,,,,,,None of the above,,No,,,,,N/A,,,Less than 5,1,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,,,Rheumatology,Belgium,Professor and Head of Clinics,45-54,70,None,none,Europe,,,,,,No,No
12449532438,394364328,28/02/2021 12:55,28/02/2021 13:04,,,,,Extremely aware,,,,,Extremely aware,,,,Very aware,,,,,,Extremely aware,,,,,Extremely aware,,,,Very aware,,,,Data Science,Statistics,,,Very familiar,Very familiar,Very familiar,Moderately familiar,Very familiar,Very familiar,Extremely familiar,Very familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,,Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,Inform the patient on disease progress,,,,Yes,Cardiovascular,,,,,,,11-20 times,7,,Successful a priori in silico clinical trials,,,,Cardiology,Germany,retired,65+,100,None,,Europe,,,,,,Yes,No
12448421112,394364328,27/02/2021 17:50,27/02/2021 17:59,,,Moderately aware,,,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,,,,Very aware,,,,,Very aware,,Biomedical Engineering,,Data Science,Statistics,,,Very familiar,Moderately familiar,Slightly familiar,Slightly familiar,Slightly familiar,Very familiar,Very familiar,Very familiar,Finite Element Analysis,,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Neutral,Neutral,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),,,,Predict/compare therapeutic outcomes,,,Yes,,,,,,"craniofacial, dentoalveolar",deticated tool development,11-20 times,6,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,,,Imaging,Belgium,FULL PROF,45-54,450,None,n/a,Europe,,,,,,Yes,No
12448157551,394364328,27/02/2021 14:50,27/02/2021 14:59,,,Moderately aware,,,,,Moderately aware,,,,Slightly aware,,,,,Slightly aware,,,,,,Moderately aware,,,Not at all aware,,,,,,,,,,Medicine,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Moderately familiar,Slightly familiar,Moderately familiar,Finite Element Analysis,Lumped-parameter models,,,,,,Statistical Shape Modelling,,,No,N/A,Probably not,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,,Plan interventions,,,,,,,,No,Cardiovascular,,,,,,Valve/Device implantation,Less than 5,7,,Successful a priori in silico clinical trials,,,,Paediatrics,UK,Registrar,45-54,10,None,,,,,,,,No,No
12447761693,394364328,27/02/2021 09:36,27/02/2021 09:45,,,Moderately aware,,,,,,Very aware,,,Slightly aware,,,,,,Moderately aware,,,,,,Very aware,,Not at all aware,,,,,Biomedical Engineering,,,,,,Very familiar,Not at all familiar,Very familiar,Slightly familiar,Not at all familiar,Moderately familiar,Moderately familiar,Slightly familiar,Finite Element Analysis,,Computational Fluid Dynamics,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",,,,,No,N/A,Not sure,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Disagree,Enrich diagnosis,Plan interventions,,Teach,,,,,,Yes,Cardiovascular,,,,,,,Less than 5,7,,Successful a priori in silico clinical trials,Personal positive experience,,,Surgery,be,staff,55-64,200,01-May,,,,,,,,Yes,Yes
12446021745,394364328,26/02/2021 17:14,26/02/2021 17:28,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,,Extremely aware,,,,Very aware,,,Computer Science,Data Science,Statistics,,,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,,,,,Multi-scale (1D-3D) modelling,,Artificial Interlligence/Machine Learning,,,,No,N/A,Definitely yes,Agree,Disagree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Neutral,,,Compare different therapeutic outcomes (retrospectively),Teach,,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,No,,,Cancer,,,,response to treatment,11-20 times,6,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,"should be done as for a new drug for going to the market, specific phases",Oncology,Germany,Director,55-64,> 400,01-May,10 Million ?,Europe,North America,,,,,Yes,No
12445942527,394364328,26/02/2021 16:49,26/02/2021 17:07,,,Moderately aware,,,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,,,,Very aware,,,Slightly aware,,,,Biomedical Engineering,,,,,,Moderately familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Finite Element Analysis,,,,,,Artificial Interlligence/Machine Learning,,,,No,No,Not sure,Agree,Agree,Agree,Disagree,Disagree,Neutral,Strongly agree,Neutral,,Plan interventions,,Teach,,,,,,Yes,,Musko-skeletal,,,,,osteotomy and joint replacements,Less than 5,7,Successful post-hoc in silico clinical trials,,Personal positive experience,Regulatory approval,Oost Vlaanderen,Orthopaedics,Belgi?,surgeon,65+,>50,None,,Europe,,,,,,Yes,Yes
12445861360,394364328,26/02/2021 16:23,26/02/2021 16:31,Not at all aware,,,,,,,,,Extremely aware,Not at all aware,,,,,,,Moderately aware,,,,,Moderately aware,,,Not at all aware,,,,,Biomedical Engineering,,Data Science,,,,Moderately familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Very familiar,Moderately familiar,Slightly familiar,,,,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,No,N/A,Probably yes,Neutral,Disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,,,,,Study Pathophysiology,,,,,No,,Musko-skeletal,,,,,,Less than 5,4,,,,,RCT,Other,Belgium,MD,35-44,150,None,N/A,Europe,,,,,,No,No
12445789744,394364328,26/02/2021 16:01,26/02/2021 16:05,Not at all aware,,,,,Not at all aware,Slightly aware,,,,Not at all aware,,,,,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,,,,,,medecine,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,,,,,,,,,None,,No,No,Probably not,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Enrich diagnosis,Plan interventions,,Teach,,Inform the patient on disease progress,,,,Yes,,,,,,orthopaedic surgery,osteotomy  arthroplasty,Less than 5,8,,,Personal positive experience,,,Orthopaedics,Belgium,MD,35-44,6,None,,,,,,,,No,No
12445687203,394364328,26/02/2021 15:28,26/02/2021 15:35,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,,Extremely aware,,,Moderately aware,,,,Computer Science,,Statistics,,,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,,,,,,,,,None,,No,,Definitely yes,Agree,Neutral,Disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,,,,,,,,None of the above,,No,,,,,,,,,0,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,,,Rheumatology,belgium,"Head of Clinic, Principal Investigator, assistant professor",55-64,>120,None,,,,,,,,Yes,No
12445321954,394364328,26/02/2021 13:31,26/02/2021 13:36,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,,Very aware,,Not at all aware,,,,,Biomedical Engineering,,,Statistics,,,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,,,,,,,,,None,,Yes,No,Probably yes,Neutral,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Disagree,,,,,,,,None of the above,,Yes,,Musko-skeletal,,,,,na,Less than 5,3,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,,,Rheumatology,Belgium,Full Professor,45-54,175,01-May,3000K,Europe,,,,,,No,No
12445276988,394364328,26/02/2021 13:13,26/02/2021 13:22,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,Not at all aware,,,,,,,,Very aware,,Not at all aware,,,,,Biomedical Engineering,,Data Science,Statistics,,,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Very familiar,Very familiar,Slightly familiar,,,,,,,Artificial Interlligence/Machine Learning,,,,Yes,Yes,Probably yes,Neutral,Strongly agree,Neutral,Disagree,Strongly disagree,Neutral,Disagree,Agree,,Plan interventions,,,,,,,,Yes,,,,,,Maxillofacial surgery,"Trauma, oncology, orthognathic",>20 times,10,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Surgery,Belgium,Resident,25-34,35,01-May,25000,Europe,,,,,,Yes,No
12445175415,394364328,26/02/2021 12:32,26/02/2021 12:42,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,Not at all aware,,,,,,,,Very aware,,,,Moderately aware,,,,,Data Science,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Not at all familiar,,,,,,,Artificial Interlligence/Machine Learning,,,,No,No,Probably yes,Disagree,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Neutral,Neutral,,,,,,,,None of the above,,No,,,,,,,,,2,,,,,First engineers should discuss with clinicians to now what is needed and not develop the technology and afterwards look for clients. We have the same experience with basic science in the lab. Instead of first doing animal or cell culture experiments and then look for support of clinicians it would be better to invite clinicians already from the beginning.,Rheumatology,Belgium,Emeritus Professor,65+,320,None,,,,,,,,Yes,No
12445184321,394364328,26/02/2021 12:36,26/02/2021 12:42,,,Moderately aware,,,,,,Very aware,,,Slightly aware,,,,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,,,Data Science,Statistics,,mainly clinical,Slightly familiar,Not at all familiar,Moderately familiar,Slightly familiar,Moderately familiar,Slightly familiar,Moderately familiar,Slightly familiar,,,,,Multi-scale (1D-3D) modelling,,,,,,No,N/A,Probably yes,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,,,,Teach,,,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,LAA closure,Less than 5,5,Successful post-hoc in silico clinical trials,,Personal positive experience,Regulatory approval,,Cardiology,france,head of non invasive imaging,35-44,30,None,,Europe,,,,,,Yes,No
12445162950,394364328,26/02/2021 12:27,26/02/2021 12:31,Not at all aware,,,,,Not at all aware,,,,,,,,,,Not at all aware,,,,,,,,Very aware,,Not at all aware,,,,,,,,,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,,,,,,,,,None,,No,N/A,Not sure,Neutral,Neutral,Neutral,Strongly disagree,Disagree,Neutral,Neutral,Neutral,,,,,,,,None of the above,,No,,,,,N/A,,,,,,,,,,Rheumatology,Belgium,MD ,35-44,,None,,,,,,,,Yes,No
12445157021,394364328,26/02/2021 12:25,26/02/2021 12:29,,,,Very aware,,,,Moderately aware,,,,Slightly aware,,,,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,Biomedical Engineering,,,,,,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Moderately familiar,Slightly familiar,Slightly familiar,Finite Element Analysis,,Computational Fluid Dynamics,,,,,,,,No,No,Definitely yes,Agree,Neutral,Neutral,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Enrich diagnosis,Plan interventions,,,,Inform the patient on disease progress,,,,Yes,Cardiovascular,,,,,,sinus venosus asd transcatheter treatment,11-20 times,7,,Successful a priori in silico clinical trials,,,,Cardiology,italy,chief cath lab,45-54,230,None,,,,,,,,No,No
12445074644,394364328,26/02/2021 11:48,26/02/2021 11:56,,,Moderately aware,,,,,,Very aware,,,,Moderately aware,,,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,Biomedical Engineering,,Data Science,Statistics,,,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,,,Computational Fluid Dynamics,,,,,,,,Yes,Yes,Definitely yes,Agree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,,>20 times,6,,,Personal positive experience,Regulatory approval,,Cardiology,GERMANY,"MEDICAL DOCTOR, PHYSICIAN, RESEARCHER",35-44,30-40,01-May,300 000 Euro,Europe,,,,,,No,No
12444917132,394364328,26/02/2021 10:29,26/02/2021 10:36,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,,,,Very aware,,,,,,Extremely aware,Not at all aware,,,,,Biomedical Engineering,,,,,"clinical medicine, surgery",Very familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Very familiar,Very familiar,Moderately familiar,Finite Element Analysis,,Computational Fluid Dynamics,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Enrich diagnosis,Plan interventions,,Teach,Study Pathophysiology,,,,,Yes,,,,,,"pelvic floor surgery; fetal medicine (clinical, but in research setting)",sacrocolpopexy,Less than 5,9,Successful post-hoc in silico clinical trials,,,Regulatory approval,,Surgery,belgium,"Professor, full time",55-64,700,01-May,"2,2 m?",Europe,,,,,,Yes,Yes
12444894166,394364328,26/02/2021 10:16,26/02/2021 10:31,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,,Computer Science,,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,,,,,,,,,,None,,No,N/A,Definitely yes,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,,,,,,,,,I have training courses on certain procedures,No,Cardiovascular,,,,,,,11-20 times,8,,,Personal positive experience,,,Cardiology,Egypt,Professor ,55-64,30,None,,,,,Africa,,,Yes,No
12444900620,394364328,26/02/2021 10:20,26/02/2021 10:26,Not at all aware,,,,,,,,,Extremely aware,Not at all aware,,,,,Not at all aware,,,,,,,,Very aware,,,,Moderately aware,,,Biomedical Engineering,,,,,"engineering, surgical",Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Very familiar,Moderately familiar,Slightly familiar,Finite Element Analysis,,,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Neutral,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,,,,,,Yes,,,,,,maxillo-facial surgery,oncological reconstruction - orthognathic surgery,>20 times,8,,,Personal positive experience,,,Surgery,belgium,head of department,55-64,>300,None,0,Europe,,,,,,No,No
12444826563,394364328,26/02/2021 09:39,26/02/2021 09:48,,,,,Extremely aware,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,Biomedical Engineering,Computer Science,,,Mathematics,,Moderately familiar,Slightly familiar,Very familiar,Very familiar,Moderately familiar,Slightly familiar,Slightly familiar,Moderately familiar,Finite Element Analysis,,Computational Fluid Dynamics,,,,,,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Enrich diagnosis,Plan interventions,,Teach,Study Pathophysiology,,,,,Yes,,Musko-skeletal,,,,Neurosurgery,,>20 times,7,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,,,Surgery,Germany,"Consultant, deputy chairman",55-64,"10 in the field,  40 total",None,,Europe,,,,,,No,No
12444798010,394364328,26/02/2021 09:23,26/02/2021 09:30,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,Biomedical Engineering,Computer Science,,,,,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,,,,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,,,,,,Yes,,Musko-skeletal,,,,,Planning and outcome assessment of orthognathic and craniofacial surgery,>20 times,6,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,,,Surgery,Belgium,Resident doctor,25-34,17,None,,Europe,,,,,,Yes,No
12444774129,394364328,26/02/2021 09:09,26/02/2021 09:18,,,,,Extremely aware,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,,Extremely aware,,,,Very aware,,Biomedical Engineering,,Data Science,Statistics,,,Very familiar,Moderately familiar,Very familiar,Very familiar,Very familiar,Moderately familiar,Very familiar,Extremely familiar,Finite Element Analysis,,,,,,Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Enrich diagnosis,,Compare different therapeutic outcomes (retrospectively),,Study Pathophysiology,Inform the patient on disease progress,,,,Yes,,Musko-skeletal,,,,,predict progression and outcome of clincal path and interventions,5-10 times,6,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,Regulatory approval,,Rheumatology,Belgium,Med/Sci Director,65+,300+,01-May,10 Million,Europe,,,,,,Yes,Yes
12444619733,394364328,26/02/2021 07:27,26/02/2021 07:38,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,Not at all aware,,,,,,,,,,"surgical techniques, diagnostic imaging Xr Scan NMR Nuclear medecine",Moderately familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,Finite Element Analysis,,,,,,,,,,No,No,Definitely yes,Agree,Neutral,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,,,,,,,,,Finite elements in spine surgery research,No,,,,,,,,,,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Orthopaedics,Belgium,Professor and head,55-64,"about 60 as first or co-author, international and national journals or book chapters",None,,,,,,,,No,No
12444616221,394364328,26/02/2021 07:24,26/02/2021 07:29,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,,,,,,,Not at all familiar,,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,,,,,,,,,,,No,N/A,Not sure,Neutral,Neutral,Neutral,Strongly disagree,Neutral,Disagree,Neutral,Neutral,,,,,,,,,,No,,,,,N/A,,,Less than 5,,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,,,Anaesthetics,Uk,Consultant,35-44,4,None,,,,,,,,No,No
12443890962,394364328,25/02/2021 23:56,26/02/2021 00:02,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,Biomedical Engineering,,,,,Medicine (cardiology),Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,,Lumped-parameter models,,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Enrich diagnosis,Plan interventions,,Teach,,Inform the patient on disease progress,,,,Yes,Cardiovascular,,,,,,,Less than 5,7,Successful post-hoc in silico clinical trials,,,,,Cardiology,UK,Consultant,35-44,20,None,,,,,,,,No,No
